trait	hgnc_symbol
Testosterone_female	TMEM14A
Testosterone_female	ARHGEF2
Testosterone_female	MAEA
Testosterone_female	IGF2
Testosterone_female	DNAJB3
Testosterone_female	ZMIZ1
Testosterone_female	MECOM-AS1
Testosterone_female	SLC16A5
Testosterone_female	DMRTA2
Testosterone_female	SLC22A10
Testosterone_female	RPL22P1
Testosterone_female	STARD13
Testosterone_female	AKR1B15
Testosterone_female	CLIC4
Testosterone_female	ZNF688
Testosterone_female	ABCC10
Testosterone_female	DLK2
Testosterone_female	LINC02940
Testosterone_female	SOX7
Testosterone_female	MAX
Testosterone_female	GCKR
Testosterone_female	SLC17A4
Testosterone_female	APOH
Testosterone_female	LINC01852
Testosterone_female	UGT2B7
Testosterone_female	UGT2B11
Testosterone_female	PARL
Testosterone_female	ATP8B3
Testosterone_female	GSTA12P
Testosterone_female	ZMIZ2
Testosterone_female	VPS39
Testosterone_female	KMT2A
Testosterone_female	DDR1
Testosterone_female	GALM
Testosterone_female	BMF
Testosterone_female	SRP14
Testosterone_female	GSTA2
Testosterone_female	FZD5
Testosterone_female	IGHV3-38
Testosterone_female	TATDN1P1
Testosterone_female	IGLV1-47
Testosterone_female	NRBP1
Testosterone_female	SAT2
Testosterone_female	CCDC9B
Testosterone_female	LINC02354
Testosterone_female	ADCY6-DT
Testosterone_female	IDI2
Testosterone_female	FIP1L1
Testosterone_female	KIF11
Testosterone_female	LINC01267
Testosterone_female	COMMD4
Testosterone_female	WNT2B
Testosterone_female	STARD13-AS
Testosterone_female	BOLL
Testosterone_female	GNA14
Testosterone_female	PRDM11
Testosterone_female	LHFPL2
Testosterone_female	PAK1
Testosterone_female	FBXW4
Testosterone_female	PRSS51
Testosterone_female	IFT172
Testosterone_female	CD68
Testosterone_female	NPFFR1
Testosterone_female	RPS2P28
Testosterone_female	ZNF219
Testosterone_female	PDE8B
Testosterone_female	HLF
Testosterone_female	LKAAEAR1
Testosterone_female	STC2
Testosterone_female	MYH9
Testosterone_female	PART1
Testosterone_female	IMP3
Testosterone_female	PICART1
Testosterone_female	PKDREJ
Testosterone_female	JUND
Testosterone_female	SNORD10
Testosterone_female	TMEM253
Testosterone_female	BNC2-AS1
Testosterone_female	SLCO4C1
Testosterone_female	DEFB124
Testosterone_female	PPP1R13B
Testosterone_female	ALDH1L1-AS2
Testosterone_female	LRRC73
Testosterone_female	TNFRSF19
Testosterone_female	TMEM256
Testosterone_female	PUS7L
Testosterone_female	FNDC4
Testosterone_female	CYP2D8P
Testosterone_female	GFI1
Testosterone_female	FXR2
Testosterone_female	UGT1A4
Testosterone_female	GOSR2
Testosterone_female	TULP1
Testosterone_female	POLL
Testosterone_female	BCL2L11
Testosterone_female	GSTA3
Testosterone_female	RHOC
Testosterone_female	GTF2IP7
Testosterone_female	GTF2A1L
Testosterone_female	FERMT3
Testosterone_female	OTOP1
Testosterone_female	PINX1
Testosterone_female	NCOA1
Testosterone_female	ZNF629
Testosterone_female	KRTCAP3
Testosterone_female	CCNYL1
Testosterone_female	F12
Testosterone_female	FLRT1
Testosterone_female	THADA
Testosterone_female	RBFOX2
Testosterone_female	JMJD1C-AS1
Testosterone_female	FGFRL1
Testosterone_female	PTMAP2
Testosterone_female	SNX33
Testosterone_female	DPCD
Testosterone_female	LINC02977
Testosterone_female	PLCB2
Testosterone_female	SEPTIN3
Testosterone_female	CEP41
Testosterone_female	ATL3
Testosterone_female	FBLL1
Testosterone_female	SLC34A1
Testosterone_female	TTC38
Testosterone_female	WBP1L
Testosterone_female	HP1BP3
Testosterone_female	FBXO46
Testosterone_female	MEG3
Testosterone_female	RXFP2
Testosterone_female	ICAM3
Testosterone_female	ESRRA
